Num_Acc;catr;voie;v1;v2;circ;nbv;vosp;prof;pr;pr1;plan;lartpc;larrout;surf;infra;situ;vma
202300043291;4;VOULDY (CHAUSSEE DU);0;;2;4;2;1;0;0;1;; -1;1;0;5;50
202300043292;4;JEANNE D'ARC (RUE);0;;1;2;0;2;0;0;1;; -1;1;0;1;50
202300043292;4;VICTOR HUGO (RUE);0;;2;4;0;1;0;0;1;; -1;1;0;1;50
202300043293;4;PIERRE BROSSOLETTE (RUE);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202300043294;4;GLORIA (AV.);0;;2;2;2;1;0;0;1;; -1;1;0;1;50
202300043295;4;CHAPELLE SAINT ANTOINE (CHEMIN DE LA);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;30
202300043296;4;GARE AVENUE DE LA;0;;-1;0;0;1;1;0;1;; -1;1;0;1;50
202300043297;4;PORTE DE CHAMPERRET;0;;-1;4;0;1;17;200;1;; -1;1;0;1;70
202300043298;4;PORTE DAUPHINE;0;;1;4;0;1;15;100;1;; -1;1;0;1;70
202300043299;4;PORTE DE PANTIN;0;;1;4;0;1;26;500;1;; -1;1;0;1;70
202300043300;4;ECHANGEUR BRANCION;0;;1;2;0;1; -1; -1;1;; -1;1;0;1;50
202300043300;4;ECHANGEUR BRANCION;0;;1;4;0;1; -1; -1;1;; -1;1;0;1;70
202300043301;4;ECHANGEUR DAUPHINE;0;;1;2;0;2; -1; -1;1;; -1;1;0;1;50
202300043301;4;PORTE DAUPHINE;0;;1;4;0;1; -1; -1;1;; -1;1;0;1;70
202300043302;4;PORT D AUTEUIL;0;;1;4;0;1;11;700;1;; -1;1;1;1;70
202300043303;4;PORTE D ORLEANS;0;;1;3;0;1;5;700;1;; -1;1;0;1;70
202300043304;4;PORTE DE CHARENTON;0;;1;4;0;1;33;700;1;; -1;1;0;1;70
202300043305;4;ECHANGEUR BERCY;0;;1;0;0;1; -1; -1;1;;0;1;0;1;50
202300043306;4;PORTE DE SEVRES;0;;1;3;0;2; -1; -1;1;; -1;1;0;1;70
202300043306;4;PORTE DE SEVRES;0;;1;2;0;2; -1; -1;1;; -1;2;0;1;50
202300043307;4;;-1;;2;2;1;1; -1; -1;1;; -1;1;0;1;30
202300043307;4;RUE DU CARDINAL LEMOINE;0;;2;2;0;2; -1; -1;1;; -1;1;0;1;30
202300043308;4;AVENUE SIMON BOLIVAR;0;;3;2;0;1; -1; -1;1;; -1;1;6;1;30
202300043309;4;AVENUE JEAN JAURES;0;;2;2;2;1; -1; -1;1;; -1;2;0;1;30
202300043309;4;RUE D HAUTPOUL;0;;1;1;0;1; -1; -1;1;; -1;2;0;1;30
202300043310;4;;-1;;2;2;0;1; -1; -1;1;; -1;1;0;1;30
202300043310;4;RUE DE CRIMEE;0;;2;2;0;2; -1; -1;1;; -1;1;0;1;30
202300043311;4;PLACE CHARLES DE GAULLE;0;;2;3;1;1; -1; -1;3;; -1;1;1;1;30
202300043312;4;BOULEVARD GOUVION SAINT CYR;0;;1;0;0;1; -1; -1;1;; -1;1;0;1;30
202300043312;4;RUE GUERSANT;0;;1;1;0;1; -1; -1;1;; -1;1;0;1;30
202300043313;4;;-1;;1;1;0;1; -1; -1;1;; -1;1;0;1;30
202300043313;4;RUE DE LA SANTE;0;;1;2;1;1; -1; -1;1;; -1;1;0;1;30
202300043314;4;BOULEVARD KELLERMANN;0;;2;4;0;2; -1; -1;1;; -1;1;0;1;50
202300043314;4;RUE THOMIRE;0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300043315;4;;-1;;1;1;1;1; -1; -1;1;; -1;1;0;1;30
202300043315;4;RUE JENNER;0;;1;2;1;2; -1; -1;1;; -1;1;0;1;30
202300043316;4;AVENUE DE LA REPUBLIQUE;0;;2;2;0;1; -1; -1;1;; -1;1;0;1;30
202300043316;4;;-1;;2;2;0;1; -1; -1;1;; -1;1;0;1;30
202300043317;4;RUE DE MARSEILLE;0;;1;0;1;1; -1; -1;1;; -1;1;0;4;30
202300043318;4;BOULEVARD DE BONNE NOUVELLE;0;;-1;3;0;1; -1; -1;1;; -1;1;0;1;30
202300043318;4;;-1;;1;1;0;1; -1; -1;1;; -1;1;0;1;30
202300043319;4;AVENUE GEORGE V;0;;2;2;0;2; -1; -1;1;; -1;1;0;1;30
202300043320;4;BOULEVARD SAINT GERMAIN;0;;1;2;3;1; -1; -1;1;; -1;2;0;1;30
202300043320;4;;-1;;2;2;0;1; -1; -1;1;; -1;2;0;1;30
202300043321;4;RUE ADOLPHE JULLIEN;0;;-1;1;3;1; -1; -1;1;; -1;2;6;1;-1
202300043321;4;RUE DU LOUVRE;0;;2;4;0;1; -1; -1;1;; -1;2;0;1;30
202300043322;4;RUE BEAUBOURG;0;;2;3;1;1; -1; -1;1;; -1;1;0;1;30
202300043322;4;RUE CHAPON;0;;2;1;1;1; -1; -1;1;; -1;1;0;1;30
202300043323;4;BOULEVARD DE SEBASTOPOL;0;;2;4;1;1; -1; -1;1;; -1;1;0;1;30
202300043323;4;RUE DE RIVOLI;0;;2;3;1;1; -1; -1;1;; -1;1;0;1;30
202300043324;2;6;0;;3;4;0;1;18;1;1;; -1;1;9;1;50
202300043325;3;130;0;;2;2;0;1;0;1;1;; -1;1;9;1;30
202300043326;6;;0;;-1; -1;0;1;0;0;1;; -1;1;9;8;30
202300043327;3;284;0;;-1;3;0;1;0;1;1;;9;1;9;8;50
202300043327;3;;0;;3;4;0;1;0;1;2;;9;1;9;1;50
202300043328;3;5;0;;1;2;0;1; -1; -1;3;; -1;1;0;1;30
202300043329;1;AUTOROUTE A1;0;;-1;4;0;1;1;200;1;;17;1;1;1;90
202300043330;1;AUTOROUTE A1;0;;3;3;0;1;16;799;1;;14;1;0;1;110
202300043331;2;RN 184;0;;3;3;0;1;3;500;1;;14;1;0;1;90
202300043332;1;A86.EXT;0;;3;3;0;1;30;100;1;; -1;1;0;1;90
202300043333;2;RN104;0;;-1;3;0;1;16;500;1;; -1;2;0;1;90
202300043334;2;VERSAILLES (ROUTE DE);0;;3;0;0;1;26;330;1;;0;1;0;1;70
202300043335;2;RN 568;0;;2;0;0;1;30;500;1;;0;1;0;1;90
202300043336;3;avenue de Gallieni;0;;3;2;3;1;0;1;2;;0;1;4;6;50
202300043336;3;;0;;3;6;0;1;0;1;1;;0;1;4;6;50
202300043337;4;kaweni-SPPM ( rue de la );0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300043338;3;ROLLAND GARROS (CHEMIN) CD29 (2);0;;2;2;0;2;0;0;2;; -1;1;0;1;50
202300043339;3;MONTAGNE (ROUTE DE LA);0;;2;0;0;2;0;0;1;; -1;2;0;1;50
202300043340;3;TOPAZES(ALLEE DES);0;;2;2;0;2;0;500;1;; -1;2;9;1;50
202300043341;4;BRASSENS (AVENUE GEORGES);0;;-1;0;0;1;0;0;1;; -1;4;0;1;50
202300043341;4;JAURES (BLD 1 JEAN);0;;1;4;0;1;0;0;1;; -1;4;0;1;50
202300043342;2;QUATRE VOIES GILLOT (ROUTE A);0;;1;2;0;1;0;0;1;; -1;2;0;1;90
202300043343;4;ETATS UNIS (DES)                    (BD);0;;2;2;3;1; -1; -1;1;; -1;2;0;6;50
202300043343;4;JEAN SARRAZIN                       (R );0;;2;2;0;1; -1; -1;1;; -1;2;0;6;30
202300043344;2;ROUTE NATIONALE 1;0;;1;2;0;1;7;0;1;; -1;1;0;1;50
202300043345;3;LEOPOLD BISSOL (RUE);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202300043346;3;37;-1;A;2;2;0;1;2;5;1;;7;1;0;1;80
202300043347;3;RD 41 (ROCADE);0;;1;2;0;1;4;800;2;; -1;2;2;1;60
202300043348;3;28;0;;2;2;0;2;4; -1;1;;5,5;1;0;8;80
202300043349;3;MORNE VERGAIN;0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300043349;3;PATRICK SAINT ELOI ( AVENUE );0;;3;2;0;1; -1; -1;1;; -1;1;0;1;50
202300043350;3;CD 33;0;;2;2;0;1;0;0;1;;7;1;2;3;90
202300043351;3;;-1;;2;2;0;1;15;640;3;;7;1;0;1;80
202300043352;3;MARTIGNAN (CHEMIN);0;;2;1;0;1;0;1;3;; -1;1;0;1;50
202300043353;4;GALLIENI (RUE MARECHAL);0;;1;1;0;2;0;0;1;; -1;1;0;1;50
202300043353;4;PERRON (AVENUE JEAN JACQUES);0;;1;1;0;1;0;0;1;; -1;1;0;1;50
202300043354;4;;-1;;2;2;0;1; -1; -1;1;; -1;2;0;1;50
202300043355;3;139;0;;2;2;0;1;0;1 076;2;;5;2;0;3;90
202300043356;3;EUROPE (RN 190) AVENUE DE L';0;;3;4;0;1;29;580;1;; -1;2;0;1;50
202300043356;3;;-1;;2; -1;-1;1;0;1;1;; -1;2;0;1;-1
202300043357;3;912;-1;;3;0;0;1;11;50;1;;0;1;0;1;70
202300043358;3;RD 30;0;;2;0;0;1;19;990;2;;0;2;0;1;70
202300043359;2;10;0;;2;2;0;1;119;100;1;;7;1;0;1;80
202300043360;4;DURAND GEORGES (AV) N° IMP 143 AU 197;0;;1;0;0;1;0;0;1;; -1;1;0;1;50
202300043361;3;81;0;D;2;2;0;1;4;371;1;;7;1;0;1;80
202300043362;4;JODINO (DE)                         (BD);0;;2;3;1;2; -1; -1;1;; -1;1;0;1;50
202300043363;3;609;-1;;2;2;0;1;94;284;1;; -1;1;9;1;80
202300043364;4;COLETTE                             (R );0;;2;3;0;1; -1; -1;1;; -1;1;0;1;50
202300043364;4;HENRI MARECHAL                      (R );0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300043365;3;994;0;D;3;2;0;1;4;180;3;;7;1;0;1;80
202300043365;3;;-1;;2; -1;-1;1; -1; -1;1;; -1;1;0;1;-1
202300043366;4;VICTOIRE (BOULEVARD DE LA);0;;2;4;3;1; -1; -1;1;; -1;1;4;6;30
202300043367;3;158;0;;2;2;0;1;3;900;1;;5,5;1;0;1;80
202300043368;3;912;-1;;2;2;0;2;37;290;2;;5,5;1;0;1;-1
202300043369;4;IRANDATZ ( RUE D');0;;2;2;0;1;0;0;1;; -1;1;9;1;30
202300043369;4;;-1;;1; -1;-1;1; -1; -1;1;; -1;1;0;1;-1
202300043370;3;CD63;-1;;2;2;0;1;15;236;1;;7;1;9;1;80
202300043371;4;ALSACE LORRAINE D';0;;2;2;0;1;0;0;1;; -1;2;5;1;50
202300043371;4;RESISTANCE;0;;2;4;0;1;0;0;1;; -1;2;5;1;50
202300043372;3;786;0;D;2;2;0;2;5;999;1;;7;1;0;1;80
202300043373;4;;0;;1;1;0;1; -1; -1;1;; -1;1;0;1;30
202300043373;4;;0;;2;2;0;1; -1; -1;1;; -1;1;0;1;30
202300043374;4;LIBERATION (RUE DE LA.......);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300043375;4;;-1;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300043375;4;;-1;;2; -1;-1;1; -1; -1;1;; -1;1;0;1;-1
202300043376;4;RONCQ (BOULEVARD);0;;3;2;0;1;0;0;1;; -1;1;0;1;50
202300043377;3;;-1;;1;1;0;1;6;0;1;; -1;1;6;8;50
202300043378;4;HIPPODROME AV DE L N°134 AU 240;0;;-1;2;1;1; -1; -1;1;; -1;1;0;1;50
202300043379;3;927;0;D;2;2;0;1;12;635;1;;7;1;0;1;80
202300043379;3;;-1;;2; -1;-1;1;0;0;1;; -1;1;-1;1;-1
202300043380;7;MONTEBELLO BOULEVARD N° RESTE;0;;1;1;1;1;0;0;1;; -1;1;0;8;50
202300043381;1;A57;0;;3;4;0;1;3;500;1;; -1;1;0;1;70
202300043382;7;PARE AMBROISE RUE;0;;2;2;0;1;20;250;1;; -1;1;5;8;50
202300043383;1;AUTOROUTE A6;0;;-1;3;0;1;22;649;1;;14;1;0;1;110
202300043384;4;DEVILLY (RUE );0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202300043385;1;86;0;;1;2;0;1;4;300;2;; -1;1;0;1;90
202300043386;4;SAULXURES (AVENUE DE);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300043387;3;908;0;B;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300043388;4;;0;;2;4;1;1; -1; -1;1;; -1;2;-1;1;30
202300043389;4;;-1;;2;2;0;1; -1; -1;1;;4;2;0;1;50
202300043390;4;LENOIR (RUE CAMILLE);0;;2;2;0;1;1;0;1;; -1;1;0;1;50
202300043390;4;LUNDY (BOULEVARD);0;;2;2;0;1;1;0;1;; -1;1;0;1;50
202300043391;4;THONON (ROUTE DE);0;;3;2;0;1; -1; -1;1;; -1;1;0;1;50
202300043392;4;FOUACE (RUE GUILLAUME);0;;1;1;0;1; -1; -1;1;; -1;1;0;1;50
202300043393;3;1508;-1;;2;2;0;1;17;800;1;; -1;2;0;1;80
202300043394;4;LOUIS PHILIPPE (RUE);0;;2;2;0;1; -1; -1;1;; -1;2;5;1;50
202300043394;4;TOURVILLE (RUE DE);0;;1;1;0;1; -1; -1;1;; -1;1;5;1;50
202300043395;3;27;0;;2;2;0;2;11;500;1;; -1;1;0;1;80
202300043395;3;;-1;;2; -1;-1;2; -1; -1;1;; -1;1;0;1;-1
202300043396;4;SAINT JULIEN RUE ET IMPASSE;0;;1;1;0;1;1;0;1;; -1;1;0;1;30
202300043397;3;MAURICE THOREZ(CHEMIN);0;;2;2;0;2;0;0;1;; -1;1;0;1;70
202300043398;4;CORNE DE CERF (RUE DE LA );0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300043398;4;HATTON (RUE);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300043399;2;LITTORAL (ROUTE 1 DU);0;;1;3;0;1;0;0;1;; -1;2;2;1;90
202300043400;4;RUE DU TISSERAND;0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300043401;3;MADELEINE (ROUTE DE LA);0;;2;2;0;1;3;950;1;; -1;1;0;1;50
202300043402;5;INDUSTRIE (BOULEVARD DE L');0;;-1;0;0;1; -1; -1;1;; -1;1;0;6;-1
202300043403;4;ADJUDANT PINDARD (RUE);0;;1;1;0;1; -1; -1;1;; -1;2;0;1;50
202300043404;4;BOIS CARRE (RUE DU);0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300043405;3;RD 923;0;;2;4;0;1;1;850;1;; -1;2;0;1;90
202300043406;4;AUGUSTE COMTE                       (R );0;;1;1;2;1; -1; -1;1;; -1;3;0;1;30
202300043406;4;SALA                                (R );0;;1;1;2;1; -1; -1;1;; -1;3;0;1;30
202300043407;4;CHINON (BOULEVARD DE);0;;1;1;2;1; -1; -1;2;; -1;2;0;1;50
202300043407;4;CHINON (BOULEVARD DE);0;;2;2;0;1; -1; -1;1;; -1;2;0;1;50
202300043408;2;RN4-ROND POINT SAINT FELIX;0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300043409;2;T20;0;;2;4;0;1;0;0;1;; -1;2;0;1;70
202300043410;4;HAUTES-OURMES (BD DES);0;;3;2;2;1; -1; -1;1;; -1;1;0;1;30
202300043411;4;PAYS-BAS (AVENUE DES);0;;3;2;1;1; -1; -1;1;; -1;1;0;1;30
202300043412;3;PONTOISE(BOULEVARD DE);0;;3;2;0;2;8;360;1;; -1;1;0;1;30
202300043413;4;AV DU NOYER LAMBERT;0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300043413;4;AV SAINT MARC;0;;2;2;0;1; -1; -1;2;; -1;1;0;1;50
202300043414;2;RN136;0;;3;4;0;1;17;164;1;;7;1;0;1;90
202300043415;4;LIONEL TERRAY                       (R );0;;3;4;3;1; -1; -1;1;; -1;2;0;1;50
202300043415;4;PARC (DU)                           (R );0;;2;3;0;2; -1; -1;1;; -1;2;0;1;50
202300043416;4;VALLES (JULES);0;;2;2;2;1; -1; -1;1;; -1;1;0;1;30
202300043417;4;MOULARES (CHEMIN DE;0;;2;2;0;1;0;1;1;; -1;2;0;1;50
202300043418;4;CONTADES (RUE DES);0;;2;2;0;1; -1; -1;1;; -1;1;0;5;50
202300043418;4;PIERRE MENDES FRANCE (AVENUE);0;;3;5;2;1; -1; -1;1;; -1;1;0;1;50
202300043419;3;ROUTE DE BEDARIEUX (RD.909);0;;2;2;0;1;4;480;4;;7;1;0;1;90
202300043420;4;CADENAT JULES (BD);0;;2;2;0;1;0;1;1;; -1;1;9;1;50
202300043421;4;JAURES (AVENUE JEAN ) DU N° 61 A FIN;0;;2;3;0;1; -1; -1;1;; -1;1;0;1;50
202300043421;4;;-1;;2;3;0;1; -1; -1;1;; -1;1;0;1;-1
202300043422;4;;-1;;2;2;-1;1; -1; -1;1;; -1;2;5;1;50
202300043422;4;RUE DE LA MISSION DU HAUT BRION;0;;2;2;0;1; -1; -1;1;; -1;2;5;1;50
202300043423;3;RD3;0;;2;2;0;1;25;800;1;; -1;1;0;3;70
202300043424;4;SOUYS (QUAI DE LA);0;;2;3;0;1; -1; -1;1;; -1;2;0;1;50
202300043425;4;NIEPCE ( BD NICEPHORE );0;;2;2;0;1; -1; -1;1;; -1;1;0;1;30
202300043425;4;RUE EMILE BOREL;0;;3;2;2;1; -1; -1;1;; -1;1;0;1;30
202300043426;4;LILAS (CHEMIN DES);0;;-1;2;0;1; -1; -1;1;;7;1;9;8;-1
202300043427;1;20 LESPINET  (PERIPH OUEST A620);0;;1;3;0;1;17;110;1;; -1;2;0;1;90
202300043428;4;DESGREES (BD PAUL HUTIN);0;;2;2;1;1; -1; -1;1;; -1;1;0;1;50
202300043429;4;DONZELOT (AVENUE PIERRE);0;;2;2;0;2; -1; -1;2;; -1;1;0;1;30
202300043430;4;AV D EMPALOT;0;;2;2;0;1; -1; -1;2;; -1;2;0;1;50
202300043431;4;BARCELONE (ALL DE) DU 16AU 156;0;;1;1;1;1; -1; -1;1;; -1;2;0;5;50
202300043432;4;LUDUGRIS  ROND POINT DE;0;;1;2;0;3; -1; -1;2;; -1;2;9;1;50
202300043433;3;ROSPORDEN ROUTE DE;0;;2;2;0;2;50;653;1;; -1;1;0;1;70
202300043434;4;;0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300043435;3;;-1;;-1; -1;-1;1; -1; -1;1;; -1;2;5;1;-1
202300043435;3;REVOLUTION DE 1789 AVENUE DE LA);0;;3;4;0;1;138;260;1;; -1;2;9;8;50
202300043436;3;LECOQ DE BOIBAUDRAN (RUE);0;;2;2;0;1;10;100;1;;6;2;0;1;70
202300043436;3;SAINT JEAN D'ANGELY (AVENUE DE);0;;2;2;1;1; -1; -1;1;;5;2;0;1;50
202300043437;4;MALLET (R. LOUIS);0;;-1;2;0;1; -1; -1;1;; -1;1;0;4;50
202300043438;4;BOULEVARD DU ROY RENE;0;;1;2;0;1;0;0;1;; -1;1;0;3;50
202300043439;3;DES TERMES (ROUTE) RD 908;0;;2;2;0;2;21;400;2;; -1;1;0;1;90
202300043440;4;ALBERT EINSTEIN (RUE);0;;1;2;0;1;0;0;1;; -1;1;0;8;50
202300043441;4;pointe rouge (ave);0;;1;1;0;1; -1; -1;1;; -1;1;0;1;50
202300043442;4;SAINT ANTOINE A SAINT JOSEPH (CHEMIN DE);0;;4;2;0;2; -1; -1;1;; -1;1;3;1;50
202300043443;4;BASTIDE DE VERDACHES (RUE);0;;-1;2;0;1;0;0;1;; -1;2;0;1;50
202300043443;4;VAIR GUILLAUME DU (RUE);0;;-1;2;0;1;0;0;1;; -1;2;5;1;50
202300043444;3;RAVELIN ( ROUTE DU );0;;2;2;0;2;2;2;3;;6;2;0;1;50
202300043445;4;GENERAL SARRAIL (RUE DU);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202300043446;4;verdun ( avenue de );0;;2;2;1;1;0;200;1;; -1;2;0;1;50
202300043447;4;OUEST (BD);0;;2;2;0;1;0;0;1;; -1;2;0;1;50
202300043448;3;RD 779;0;;-1;2;0;1;4;450;2;;5,5;2;0;1;90
202300043449;4;EQUIPEE;0;;2;2;0;1; -1; -1;1;; -1;1;0;1;50
202300043449;4;LOUIS LUMIERE;0;;-1;2;0;1; -1; -1;1;; -1;1;0;1;50
202300043450;3;;0;;1;2;0;1; -1; -1;2;; -1;1;0;1;50
202300043450;3;SEMARD ( RUE PIERRE );0;;1;2;0;1;0;900;2;; -1;1;0;1;50
202300043451;4;PORTE DE BAGNOLET;0;;1;4;0;1;29;100;1;; -1;1;0;1;70
202300043452;4;PORTE DAUPHINE;0;;1;4;0;1;15;500;1;; -1;1;0;1;70
202300043453;4;AVENUE DE FLANDRE;0;;1;9;0;1; -1; -1;1;; -1;2;0;1;30
202300043453;4;RUE BRIQUET;0;;2;9;0;1; -1; -1;1;; -1;2;0;1;30
202300043454;4;BOULEVARD KELLERMANN;0;;2;4;0;1; -1; -1;3;; -1;1;0;1;50
202300043454;4;;-1;;1; -1;0;1; -1; -1;1;; -1;1;0;1;30
202300043455;4;RUE HAXO;0;;1;1;0;2; -1; -1;1;; -1;1;0;1;30
202300043456;4;AVENUE DES GOBELINS;0;;-1;2;0;1; -1; -1;1;; -1;1;0;1;30
202300043456;4;;-1;;-1; -1;0;1; -1; -1;1;; -1;1;0;1;30
202300043457;4;BOULEVARD ARAGO;0;;2;4;3;1; -1; -1;1;; -1;2;0;1;30
202300043457;4;RUE DE LA GLACIERE;0;;2;0;0;1; -1; -1;1;; -1;2;0;1;30
202300043458;4;BOULEVARD ORNANO;0;;2;6;1;1; -1; -1;1;; -1;1;0;5;30
202300043458;4;;-1;;1; -1;0;1; -1; -1;1;; -1;1;0;5;30
202300043459;4;BOULEVARD DE MAGENTA;0;;1;1;0;2; -1; -1;1;; -1;2;0;5;30
202300043459;4;RUE DE SAINT QUENTIN;0;;2;4;3;3; -1; -1;1;; -1;2;0;5;30
202300043460;4;ALLEE DE LONGCHAMP;0;;2;4;0;1; -1; -1;1;; -1;1;0;1;50
202300043460;4;;-1;;1; -1;0;1; -1; -1;1;; -1;1;0;1;30
202300043461;4;RUE DE LA FONTAINE AU ROI;0;;2;2;2;2; -1; -1;1;; -1;1;0;1;30
202300043462;4;;-1;;-1; -1;0;1; -1; -1;1;; -1;1;0;5;30
202300043462;4;PLACE HENRY DE MONTHERLANT;0;;1;4;1;1; -1; -1;1;; -1;1;0;5;30
202300043463;4;BOULEVARD VOLTAIRE;0;;2;4;1;1; -1; -1;1;; -1;1;0;5;30
202300043463;4;RUE GUENOT;0;;1;1;0;1; -1; -1;2;; -1;1;0;5;30
202300043464;4;PONT D IENA;0;;2;6;1;1; -1; -1;1;; -1;1;0;1;30
202300043464;4;QUAI BRANLY;0;;1;0;0;1; -1; -1;1;; -1;1;0;1;30
202300043465;4;RUE DU FAUBOURG DU TEMPLE;0;;1;2;0;1; -1; -1;1;; -1;1;0;1;30
202300043466;4;RUE BAILLY;0;;-1;1;0;1; -1; -1;1;; -1;1;0;1;30
202300043466;4;RUE BEAUBOURG;0;;2;3;1;1; -1; -1;1;; -1;1;0;1;30
202300043467;1;86;0;;1;3;0;1;41;200;1;;14;1;0;1;90
202300043468;3;152;0;;2;2;0;1; -1; -1;2;; -1;1;0;4;50
202300043469;3;5;0;;1;1;1;1;0;0;1;; -1;1;0;1;50
202300043470;3;153;0;;-1;2;0;1;0;0;1;; -1;1;0;1;50
202300043471;2;6;0;;1;0;0;1;14;1;1;;0;1;0;1;50
202300043472;3;233;0;;2;1;0;2;64;0;1;; -1;1;0;4;50
202300043473;4;;0;;2;2;0;1;0;0;1;; -1;2;0;1;50
202300043474;4;;0;;-1;1;0;1; -1; -1;1;; -1;1;0;4;50
202300043475;4;CHARLES SCHMIDT(RUE) : APRES 49;0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202300043475;4;TROIS-BORNES (IMP);0;;1;1;0;1;0;0;1;; -1;1;0;8;30
202300043476;3;3;0;;3;4;0;1; -1; -1;1;;12;1;0;1;50
202300043477;3;JEAN JAURES (AVENUE)(130 AU 172);0;;3;3;2;1;0;1;1;; -1;1;8;1;30
202300043478;3;138;0;;3;2;0;1; -1; -1;1;; -1;1;0;1;50
202300043479;3;SAINT LEU (ROUTE);0;;2;2;2;1;0;1;1;; -1;1;0;5;50
202300043480;4;BERGER (RUE GILBERT);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202300043480;4;MYOSOTIS (AVENUE DES);0;;2;2;0;1;0;0;1;; -1;1;0;1;50
202300043481;3;LECLERC (AVENU DE LA DIVISION);0;;3;3;0;1;0;1;1;;4;1;0;1;50
202300043481;3;;-1;;1;1;0;1; -1; -1;1;; -1;1;0;1;-1
202300043482;4;SALVADOR ALLENDE (AVENUE);0;;2;3;0;1;0;0;1;; -1;1;0;1;30
202300043483;3;JACQUES DUCLOS (RUE);0;;3;3;1;1;0;1;1;; -1;1;0;1;50
202300043483;3;RESISTANCE (AVENUE DE LA);0;;2;2;1;1;0;1;1;; -1;1;0;1;50
202300043484;3;ARAGON (AVENUE LOUIS);0;;3;4;0;1;0;1;1;; -1;1;0;1;50
202300043485;3;SAINT-DENIS (RUE DE);0;;2;2;0;1;0;1;1;;5;1;0;1;50
202300043486;4;AMYOT BOULEVARD JACQUES;0;;1;1;0;1;0;0;1;; -1;1;0;1;30
202300043487;4;CACHIN (RUE MARCEL);0;;1;1;0;1;0;0;1;; -1;1;0;1;50
202300043488;3;HAVRE BOULEVARD DU;0;;1;1;1;1;0;0;1;; -1;1;6;1;50
202300043488;3;PREMIER MAI RUE DU;0;;1;0;0;1;0;0;1;; -1;1;0;1;50
202300043489;3;REPUBLIQUE (AVE DE LA ) 43/106 =>;0;;2;2;0;1;0;1;1;; -1;1;0;1;50
202300043490;3;989;0;;2;2;0;1;0;0;1;; -1;2;8;1;30
202300043491;3;AVENUE JEAN PERRIN;0;;2;3;0;1;0;0;1;;9;2;0;1;30
202300043492;4;;0;;1;1;0;1;0;0;1;; -1;1;0;1;50
202300043493;4;;0;;2;2;0;1; -1; -1;1;; -1;2;0;1;50
202300043494;4;75;0;D;2;2;0;1; -1; -1;1;; -1;1;0;1;30
202300043495;3;820;-1;;1;4;0;1;90;500;3;; -1;2;0;8;110
202300043496;2;N1;-1;C;2;2;0;1; -1; -1;1;; -1;1;0;6;50
202300043497;4;;-1;;-1;2;0;1; -1; -1;1;; -1;1;0;1;50
202300043498;2;88;0;;2;2;0;1;39;630;1;;7;2;0;3;80
202300043499;3;298;0;;2;2;0;4;4;620;4;;4;1;0;3;80
202300043500;4;;0;;2;2;0;1; -1; -1;1;; -1;2;0;1;50
202300043501;2;175;-1;;3;2;0;1;47;540;1;;10;1;0;3;110
202300043502;3;97;-1;;2;2;0;1;13;1 200;2;;5;2;5;1;50
202300043503;1;20;-1;;3;2;0;1;74;900;1;;10;1;0;1;130
202300043504;3;26;0;D;-1;2;0;1;51;950;1;;4;1;0;8;80
202300043504;3;26;0;D;2;2;0;1;3;470;1;;4;1;0;8;80
202300043505;3;;0;;2;2;0;1; -1; -1;1;; -1;2;0;1;70
202300043506;3;18;-1;;2;2;0;2;30;300;1;;4;2;0;1;80
202300043507;3;26;-1;;2;2;0;1;31;590;3;;6,5;1;9;3;30
202300043508;3;21E1;-1;;2;2;0;2;0;800;1;;5,5;2;0;3;80
202300043509;4;;-1;;2;2;0;3; -1; -1;1;; -1;1;0;1;50
202300043510;3;118;0;D;3;4;0;1;64;400;1;; -1;1;0;1;110
202300043511;3;938;0;;2;2;0;1;10;700;1;;5,5;1;0;4;50
202300043511;3;;-1;;2;2;0;1; -1; -1;3;; -1;1;0;4;30
202300043512;3;504;-1;;2;2;0;2;14;800;1;;5,5;2;0;1;80
202300043513;3;675;0;D;2;2;0;2;11;700;1;;5,5;1;0;1;50
202300043514;3;d988;0;;2;2;0;1;73;845;1;; -1;2;6;1;30
