Num_Acc;categorie_route;regime_circulation;nombre_voies;profil_route;trace_route;etat_surface;situation_accident;vitesse_max_autorisee
202000046410;3;2;2;1;1;1;1;80
202000046411;3;2;2;1;1;2;1;50
202000046412;3;2;2;2;1;2;3;80
202000046413;2;1;1;2;2;2;8;50
202000046414;1;3;3;1;1;2;1;80
202000046415;4;2;2;2;1;2;1;50
202000046416;3;2;3;1;1;2;1;50
202000046417;3;2;3;1;1;;1;50
202000046418;1;3;4;1;1;1;1;50
202000046419;3;3;2;1;1;1;1;110
202000046420;1;3;;2;1;2;1;110
202000046421;4;2;2;3;1;1;1;50
202000046422;4;2;2;4;1;1;1;30
202000046423;3;2;2;4;1;2;1;50
202000046424;4;1;2;1;1;1;1;50
202000046425;4;2;2;1;1;1;1;50
202000046426;4;1;4;1;1;1;1;50
202000046427;3;2;2;2;1;2;1;50
202000046428;7;2;2;1;2;2;1;50
202000046429;9;1;2;1;1;2;1;50
202000046430;3;;2;1;1;3;1;50
202000046431;3;1;1;1;1;1;1;50
202000046432;4;2;2;1;1;2;1;60
202000046433;3;2;2;1;1;1;1;50
202000046434;2;3;3;1;1;2;1;70
202000046435;2;1;0;1;2;1;1;50
202000046436;4;2;0;1;1;1;1;50
202000046437;3;2;4;1;1;1;1;50
202000046438;4;2;2;1;1;1;1;50
202000046439;3;1;1;2;1;1;1;50
202000046440;4;2;2;1;1;1;1;50
202000046441;3;2;2;1;1;1;1;80
202000046442;4;2;4;2;1;1;1;50
202000046443;4;2;3;1;1;1;1;50
202000046444;4;3;2;1;1;1;1;50
202000046445;1;1;1;1;1;1;8;50
202000046446;1;3;6;1;1;2;1;110
202000046447;4;2;4;1;1;1;8;50
202000046448;1;1;3;1;1;1;1;110
202000046449;4;2;2;1;1;2;1;30
202000046450;1;2;4;1;1;2;1;110
202000046451;4;1;0;1;1;1;1;50
202000046452;1;1;3;1;1;2;1;90
202000046453;3;2;2;1;1;1;1;50
202000046454;1;3;7;1;1;1;1;130
202000046455;4;2;2;1;1;1;3;50
202000046456;4;2;4;3;1;1;1;50
202000046457;1;3;10;1;3;2;2;70
202000046458;4;;1;1;1;1;1;70
202000046459;1;3;6;1;1;2;3;130
202000046460;2;3;2;1;1;1;1;70
202000046461;3;2;2;1;1;1;1;50
202000046462;3;2;2;1;1;1;1;50
202000046463;3;2;4;1;1;1;1;50
202000046464;1;3;3;1;3;2;1;110
202000046465;4;2;2;1;1;1;1;30
202000046466;2;3;4;2;1;2;1;70
202000046467;1;3;6;1;1;2;1;130
202000046468;1;3;4;1;1;2;2;110
202000046469;4;1;0;1;1;1;1;50
202000046470;4;1;3;1;1;1;1;50
202000046471;3;3;4;1;1;1;4;50
202000046472;1;3;8;1;1;1;1;90
202000046473;4;2;4;1;1;1;1;50
202000046474;3;1;0;1;1;1;1;50
202000046475;4;3;3;1;1;1;1;50
202000046476;4;2;2;1;1;1;4;50
202000046477;1;3;8;1;1;1;1;90
202000046478;2;3;2;1;1;2;1;110
202000046479;4;1;1;1;1;1;4;50
202000046480;3;2;4;1;1;1;1;50
202000046481;3;2;2;1;1;1;1;50
202000046482;3;2;2;2;1;1;1;50
202000046483;4;1;2;1;1;1;1;50
202000046484;3;2;3;1;1;1;1;50
202000046485;4;2;2;1;1;1;1;50
202000046486;4;2;2;1;1;1;1;30
202000046487;3;2;2;1;1;1;4;50
202000046488;4;3;3;1;1;1;1;50
202000046489;4;3;3;2;1;1;1;50
202000046490;3;2;3;1;1;2;1;50
202000046491;4;2;4;1;1;1;1;50
202000046492;6;;;1;1;2;1;30
202000046493;4;2;2;3;3;1;1;50
202000046494;2;3;0;1;1;1;1;90
202000046495;3;;1;1;1;1;1;50
202000046496;3;1;2;1;1;1;1;50
202000046497;4;1;2;1;2;1;1;50
202000046498;4;2;2;1;1;1;1;50
202000046499;4;2;2;1;1;1;5;50
202000046500;4;1;1;1;1;1;1;50
202000046501;7;1;0;1;1;1;1;30
202000046502;3;1;4;1;1;1;1;50
202000046503;3;2;2;1;1;2;1;80
202000046504;4;2;2;2;2;1;1;50
202000046505;4;1;2;1;1;1;1;50
202000046506;4;2;3;1;1;1;4;50
202000046507;4;2;2;1;1;1;1;50
202000046508;4;2;2;1;1;1;4;50
202000046509;3;2;2;2;1;1;4;50
202000046510;3;2;4;1;1;1;1;50
202000046511;3;2;2;2;1;1;1;80
202000046512;3;2;2;2;1;1;1;50
202000046513;1;2;3;1;1;1;1;110
202000046514;4;2;2;1;1;1;4;50
202000046515;4;1;1;1;1;1;6;50
202000046516;4;2;4;1;1;1;1;50
202000046517;4;2;1;1;1;1;1;30
202000046518;4;1;2;2;1;1;1;50
202000046519;3;2;2;1;1;1;1;70
202000046520;3;2;2;1;2;1;1;50
202000046521;4;2;2;1;1;1;1;50
202000046522;3;2;2;2;4;1;1;50
202000046523;7;2;2;1;1;2;1;50
202000046524;4;1;1;1;1;1;3;50
202000046525;4;2;2;2;2;1;1;50
202000046526;4;2;4;1;1;1;3;50
202000046527;4;2;2;1;1;1;1;30
202000046528;3;2;2;2;3;1;1;80
202000046529;4;2;2;1;2;2;4;50
202000046530;4;2;2;1;1;1;1;50
202000046531;4;3;4;1;1;1;1;50
202000046532;1;3;3;1;1;1;1;130
202000046533;4;2;2;1;1;1;1;30
202000046534;3;;2;2;1;1;1;50
202000046535;7;1;0;1;1;1;1;50
202000046536;1;3;4;1;1;1;1;130
202000046537;4;2;2;1;1;1;1;30
202000046538;1;1;4;1;1;1;1;130
202000046539;4;2;2;1;1;1;1;60
202000046540;4;2;2;1;2;2;1;80
202000046541;4;3;2;4;2;1;1;50
202000046542;3;2;4;1;1;2;1;50
202000046543;4;2;2;1;1;1;1;60
202000046544;4;1;2;1;1;1;1;50
202000046545;4;2;2;1;1;1;1;60
202000046546;4;3;2;2;1;1;1;50
202000046547;2;1;4;1;1;1;1;110
202000046548;3;1;2;1;1;1;1;110
202000046549;4;1;2;1;1;1;1;50
202000046550;3;2;2;1;1;1;1;50
202000046551;4;2;2;1;1;1;1;30
202000046552;4;2;2;1;3;1;1;50
202000046553;4;;2;1;2;1;1;50
202000046554;4;1;2;1;2;2;5;50
202000046555;3;2;2;1;1;1;1;50
202000046556;3;2;2;1;1;1;1;50
202000046557;3;2;2;2;2;2;1;50
202000046558;4;3;2;1;1;1;6;50
202000046559;4;2;2;1;1;1;1;50
202000046560;4;2;2;4;3;1;3;30
202000046561;4;2;1;1;1;1;1;50
202000046562;4;2;8;1;1;1;1;50
202000046563;4;2;2;1;1;1;1;50
202000046564;4;2;2;1;3;1;1;50
202000046565;3;2;2;2;3;1;3;80
202000046566;6;;;1;1;1;1;90
202000046567;4;2;0;1;1;2;1;30
202000046568;3;2;2;1;3;1;3;70
202000046569;3;2;2;2;1;1;5;30
202000046570;3;2;2;1;1;2;1;80
202000046571;3;3;2;1;1;1;1;80
202000046572;4;1;4;1;1;2;1;70
202000046573;3;2;3;1;1;1;1;50
202000046574;3;2;2;4;2;1;1;80
202000046575;4;;2;1;3;1;1;50
202000046576;4;2;2;1;1;1;1;50
202000046577;4;1;4;1;3;2;1;50
202000046578;4;1;1;1;1;1;1;30
202000046579;4;2;3;1;1;2;1;50
202000046580;3;2;6;1;1;1;1;50
202000046581;3;2;2;1;1;1;1;70
202000046582;4;3;4;1;1;2;5;50
202000046583;3;2;2;2;1;1;1;80
202000046584;4;1;1;1;1;1;1;30
202000046585;6;;0;1;1;1;8;30
202000046586;3;2;2;1;1;1;1;50
202000046587;3;3;4;2;1;1;1;70
202000046588;4;2;2;1;1;1;1;50
202000046589;4;2;2;1;1;1;1;50
202000046590;4;;1;2;1;2;1;50
202000046591;3;2;5;1;1;1;1;50
202000046592;4;1;3;1;1;1;1;50
202000046593;4;2;3;1;1;1;1;50
202000046594;4;2;4;2;1;1;1;50
202000046595;7;1;3;2;1;1;1;50
202000046596;3;3;3;4;2;1;1;80
202000046597;4;2;2;1;1;1;1;50
202000046598;4;;2;1;1;1;1;50
202000046599;3;2;3;1;1;1;1;50
202000046600;3;2;2;1;1;1;1;70
202000046601;3;2;2;2;1;1;1;80
202000046602;9;1;3;1;1;1;1;70
202000046603;3;2;2;2;1;2;1;70
202000046604;4;2;1;2;2;1;1;50
202000046605;4;2;2;2;1;1;1;50
202000046606;4;4;0;3;1;1;1;50
202000046607;4;2;2;2;2;9;1;50
202000046608;7;2;3;1;1;1;1;50
202000046609;3;2;2;2;2;1;1;80
202000046610;4;2;2;2;1;1;1;50
202000046611;4;1;2;1;1;2;1;50
202000046612;4;;3;1;1;1;4;50
202000046613;3;2;2;2;2;1;1;80
202000046614;4;2;2;1;1;1;1;30
202000046615;2;2;3;1;1;1;1;50
202000046616;2;3;1;4;1;1;1;90
202000046617;3;2;2;1;1;1;1;70
202000046618;3;3;4;1;1;1;8;90
202000046619;3;2;2;1;2;2;1;50
202000046620;4;1;2;1;1;2;1;50
202000046621;3;2;2;1;1;2;1;80
202000046622;4;1;4;1;1;2;1;50
202000046623;2;2;2;1;1;1;1;50
202000046624;4;2;7;1;1;2;1;50
202000046625;4;1;1;1;1;1;1;30
202000046626;4;2;4;1;1;2;1;50
202000046627;4;2;2;1;1;1;1;50
202000046628;4;1;2;1;2;1;1;50
202000046629;3;2;2;2;1;1;1;50
202000046630;4;;4;1;1;1;1;70
202000046631;4;2;2;2;1;1;1;50
202000046632;3;2;2;1;1;1;1;50
202000046633;4;2;5;2;1;1;1;50
202000046634;4;3;2;1;1;1;1;30
202000046635;1;1;2;1;1;1;1;90
202000046636;3;1;2;1;3;1;1;50
202000046637;3;2;2;1;1;1;1;50
202000046638;4;2;4;1;1;2;1;50
202000046639;4;2;2;2;1;1;1;50
202000046640;3;2;2;1;1;1;1;50
202000046641;3;1;3;1;3;2;5;50
202000046642;3;2;2;1;1;2;1;50
202000046643;4;1;0;1;1;2;1;50
202000046644;4;3;3;2;1;2;4;50
202000046645;3;2;2;2;2;2;3;
202000046646;3;2;2;1;1;1;8;80
202000046647;1;1;5;1;1;1;1;90
202000046648;4;2;2;2;1;1;1;50
202000046649;3;2;2;2;2;1;8;80
202000046650;3;2;2;2;1;1;1;
202000046651;4;1;1;1;1;1;1;50
202000046652;3;2;2;1;2;1;8;80
202000046653;4;2;2;2;1;1;1;30
202000046654;4;2;3;1;1;2;1;50
202000046655;4;3;2;1;1;1;6;50
202000046656;4;4;2;1;1;1;1;50
202000046657;4;1;1;1;1;1;1;50
202000046658;4;1;2;1;1;2;5;50
202000046659;3;2;2;1;3;2;1;80
202000046660;2;1;0;1;1;1;1;50
202000046661;3;2;2;1;3;1;3;80
202000046662;4;2;2;1;1;1;1;50
202000046663;3;2;2;1;2;1;4;80
202000046664;3;2;2;2;3;2;1;80
202000046665;4;2;2;1;1;1;1;50
202000046666;4;1;1;1;1;2;1;30
202000046667;2;2;2;1;1;1;1;80
202000046668;4;2;2;1;1;1;1;50
202000046669;4;4;4;2;1;1;1;30
202000046670;3;2;2;1;1;1;3;80
202000046671;3;3;2;1;1;1;1;80
202000046672;4;2;0;1;1;1;1;50
202000046673;4;2;2;1;1;2;4;50
202000046674;3;2;2;1;1;2;1;50
202000046675;3;2;2;2;2;1;3;80
202000046676;3;1;1;1;1;2;3;50
202000046677;1;3;4;1;1;2;1;130
202000046678;2;1;2;2;3;2;1;110
202000046679;3;2;3;2;1;2;1;50
202000046680;4;3;2;1;1;2;4;50
202000046681;3;2;2;1;1;1;1;80
202000046682;4;2;2;1;1;2;1;80
202000046683;3;1;2;2;1;2;1;50
202000046684;4;2;2;1;3;2;3;80
202000046685;3;2;2;1;2;2;8;80
202000046686;3;2;4;1;1;2;1;50
202000046687;3;2;2;1;1;1;1;70
202000046688;3;3;4;1;1;2;1;50
202000046689;1;1;2;2;1;1;1;50
202000046690;4;2;2;1;1;1;1;50
202000046691;1;1;2;1;1;1;1;110
202000046692;1;;2;1;1;1;1;110
202000046693;1;3;6;1;1;1;1;110
202000046694;4;1;2;1;1;1;1;50
202000046695;1;1;6;1;1;1;1;90
202000046696;4;2;3;1;1;1;1;50
202000046697;1;1;3;3;1;1;3;110
202000046698;3;2;2;1;1;1;1;50
202000046699;3;2;3;1;1;2;3;50
202000046700;1;3;4;2;3;1;1;110
202000046701;4;1;2;4;1;1;1;50
202000046702;1;3;4;1;1;1;1;130
202000046703;3;3;2;1;1;1;1;50
202000046704;1;3;4;1;1;1;1;110
202000046705;4;2;6;1;1;2;1;50
202000046706;4;2;2;2;1;1;1;50
202000046707;3;2;2;1;1;2;1;50
202000046708;4;2;1;1;1;1;1;50
202000046709;3;3;4;1;1;1;1;50
202000046710;4;;4;2;1;2;5;50
202000046711;4;2;1;1;1;1;1;50
202000046712;2;;4;1;1;1;1;30
202000046713;3;2;2;1;1;1;1;50
202000046714;3;2;2;1;1;2;1;50
202000046715;2;3;4;4;1;1;1;110
202000046716;3;2;2;1;1;1;1;50
202000046717;2;2;3;1;1;1;1;110
202000046718;3;2;4;1;1;1;1;50
202000046719;3;2;4;1;1;1;1;50
202000046720;3;1;2;1;1;1;1;50
202000046721;4;2;4;1;1;1;1;50
202000046722;3;2;2;1;3;1;1;30
202000046723;1;2;3;1;1;1;2;110
202000046724;3;2;5;1;1;1;1;50
202000046725;3;2;4;1;1;2;5;50
202000046726;3;3;8;1;1;2;1;50
202000046727;3;2;3;1;1;2;1;50
202000046728;3;2;4;1;1;2;1;50
202000046729;3;2;2;1;1;2;1;50
202000046730;3;2;4;1;1;1;1;50
202000046731;3;2;2;1;1;1;1;50
202000046732;3;2;2;1;1;2;1;80
202000046733;4;3;2;1;1;1;6;50
202000046734;1;3;6;1;1;2;1;90
202000046735;4;2;2;1;2;1;3;80
202000046736;4;2;2;1;1;1;1;50
202000046737;1;3;6;1;1;1;1;90
202000046738;3;1;3;1;1;1;4;50
202000046739;2;2;2;2;2;1;1;90
202000046740;4;2;2;1;1;1;1;50
202000046741;3;1;2;1;1;1;1;50
202000046742;4;1;4;1;2;1;1;50
202000046743;1;3;6;1;1;2;1;130
202000046744;4;2;2;1;4;1;1;50
202000046745;1;1;2;2;2;2;1;50
202000046746;1;1;2;1;1;1;1;90
202000046747;1;1;2;1;1;2;1;90
202000046748;3;3;0;1;1;1;1;50
202000046749;4;2;2;1;1;1;1;50
202000046750;2;1;3;1;1;2;1;90
202000046751;2;2;2;2;1;1;1;50
202000046752;3;1;2;1;3;1;1;70
202000046753;2;1;4;1;1;2;1;90
202000046754;2;2;2;3;1;1;1;80
202000046755;4;2;6;1;1;1;1;50
202000046756;4;2;2;3;1;1;1;50
202000046757;4;2;2;1;1;1;1;80
202000046758;3;1;2;1;3;1;1;50
202000046759;4;1;1;1;1;1;3;50
202000046760;4;1;0;2;1;1;1;50
202000046761;4;1;2;1;1;1;1;50
202000046762;4;;1;1;1;1;1;50
202000046763;4;2;1;1;1;1;1;50
202000046764;3;2;1;1;1;1;1;70
202000046765;3;3;3;1;1;2;1;50
202000046766;3;2;2;1;1;2;1;70
202000046767;4;2;2;1;1;1;1;50
202000046768;3;2;2;1;1;1;1;50
202000046769;2;2;2;1;1;1;1;80
202000046770;3;3;4;1;1;1;1;50
202000046771;3;2;2;1;1;1;1;50
202000046772;4;2;2;1;1;1;5;30
202000046773;4;1;1;1;1;1;1;50
202000046774;4;2;2;1;1;1;1;50
202000046775;2;3;2;1;1;1;1;90
202000046776;2;3;4;2;1;2;8;110
202000046777;3;2;2;1;1;1;3;80
202000046778;3;1;4;1;1;1;3;90
202000046779;4;2;2;1;1;1;1;50
202000046780;4;1;2;1;1;1;1;50
202000046781;3;2;2;2;2;2;8;80
202000046782;4;2;2;1;1;1;1;50
202000046783;4;2;1;1;1;1;1;50
202000046784;4;2;2;2;1;1;1;50
202000046785;4;2;6;1;1;1;1;50
202000046786;3;3;4;1;1;1;1;50
202000046787;3;2;2;2;2;1;1;50
202000046788;3;2;0;1;1;1;1;50
202000046789;4;2;2;1;1;1;1;50
202000046790;3;1;2;1;1;1;1;50
202000046791;4;1;1;3;1;1;1;50
202000046792;4;2;2;3;1;1;1;50
202000046793;3;2;2;1;1;2;1;80
202000046794;4;1;1;1;1;1;1;50
202000046795;4;2;2;1;1;1;3;50
202000046796;4;2;2;1;1;1;1;50
202000046797;4;2;2;1;1;2;4;50
202000046798;2;2;2;1;1;1;1;50
202000046799;4;2;2;1;1;2;1;50
202000046800;4;2;2;1;1;2;1;70
202000046801;4;1;2;1;3;1;1;50
202000046802;6;;;1;1;1;1;30
202000046803;3;2;2;1;1;2;4;50
202000046804;3;1;3;1;1;2;1;50
202000046805;1;3;4;1;1;2;1;130
202000046806;4;2;1;1;1;1;1;50
202000046807;4;1;1;1;1;1;1;30
202000046808;6;;;1;1;1;1;50
202000046809;3;2;2;1;1;1;1;50
202000046810;3;2;2;1;1;1;1;80
202000046811;4;2;2;2;1;2;1;50
202000046812;3;2;4;1;1;1;1;50
202000046813;4;2;2;1;1;1;1;50
202000046814;3;2;2;2;3;2;8;80
202000046815;4;1;1;1;1;1;1;50
202000046816;3;2;2;4;4;1;1;70
202000046817;3;2;2;1;2;1;3;80
202000046818;3;2;2;1;1;1;3;80
202000046819;4;2;4;1;1;1;1;50
202000046820;4;1;3;2;1;1;1;50
202000046821;2;2;2;1;1;1;1;50
202000046822;4;2;;1;1;1;1;50
202000046823;9;1;1;1;1;1;1;50
202000046824;4;2;1;1;1;1;1;50
202000046825;4;2;2;1;1;2;1;50
202000046826;4;2;2;1;1;1;1;50
202000046827;4;2;4;1;1;1;1;30
202000046828;3;2;2;1;2;1;1;80
202000046829;3;3;4;1;3;2;8;110
202000046830;3;2;2;2;2;2;3;80
202000046831;3;3;2;1;1;1;1;50
202000046832;4;2;2;1;1;1;1;50
202000046833;7;2;5;1;1;1;1;50
202000046834;3;2;2;1;1;1;1;50
202000046835;4;3;4;1;1;1;1;50
202000046836;4;;1;2;1;1;1;50
202000046837;4;1;1;1;1;1;1;50
202000046838;4;3;2;1;1;2;1;30
202000046839;3;2;3;1;1;2;1;80
202000046840;4;2;2;1;3;1;1;50
202000046841;3;2;2;4;2;2;3;70
202000046842;3;2;4;1;1;1;1;50
202000046843;3;2;2;1;1;1;1;50
202000046844;3;2;2;1;1;2;1;80
202000046845;3;2;2;1;1;2;1;80
202000046846;3;2;2;1;1;2;1;50
202000046847;4;2;2;2;1;1;1;50
202000046848;4;1;1;2;1;1;4;50
202000046849;7;3;4;2;3;1;1;70
202000046850;3;2;1;1;1;1;1;50
202000046851;3;2;2;1;1;2;1;80
202000046852;3;2;2;2;1;1;1;80
202000046853;4;2;2;1;1;1;1;50
202000046854;4;1;2;1;1;1;1;30
202000046855;4;1;1;1;1;1;1;50
202000046856;3;2;2;1;2;7;3;80
202000046857;4;1;1;1;1;1;1;50
202000046858;3;2;2;1;1;2;3;80
202000046859;4;2;4;1;1;1;2;50
202000046860;4;2;2;2;1;1;1;
202000046861;4;2;4;1;1;1;1;50
202000046862;4;2;1;1;1;6;8;50
202000046863;2;2;3;1;1;7;1;90
202000046864;4;2;2;1;1;1;1;50
202000046865;3;2;4;1;1;1;1;50
202000046866;7;2;2;1;1;1;1;50
202000046867;3;2;1;1;1;1;3;50
202000046868;3;2;2;1;2;1;1;70
202000046869;2;2;2;1;2;1;1;80
202000046870;7;2;2;1;2;1;1;50
202000046871;1;1;2;1;1;1;3;130
202000046872;4;3;1;1;1;1;1;50
202000046873;4;2;2;1;1;1;1;50
202000046874;7;2;3;1;1;1;1;50
202000046875;3;2;2;1;1;1;1;80
202000046876;2;;2;1;1;1;1;50
202000046877;4;2;2;1;1;1;1;50
202000046878;4;2;0;1;1;1;1;30
202000046879;4;1;1;1;1;1;1;50
202000046880;4;2;2;1;3;1;3;40
202000046881;7;2;3;2;1;1;1;50
202000046882;3;3;2;1;1;1;1;50
202000046883;4;2;2;2;2;1;1;50
202000046884;3;2;2;1;1;2;1;50
202000046885;4;1;1;3;1;1;1;30
202000046886;4;2;;1;2;2;1;50
202000046887;2;3;4;2;1;1;1;110
202000046888;3;2;2;2;3;1;3;60
202000046889;4;2;2;1;1;1;1;50
202000046890;4;1;1;1;1;1;1;50
202000046891;3;2;2;2;2;1;1;70
202000046892;3;2;2;1;1;1;8;50
202000046893;4;3;4;1;1;1;1;50
202000046894;4;2;2;2;1;2;1;50
202000046895;4;2;2;1;1;1;1;50
202000046896;4;2;2;1;1;2;1;50
202000046897;4;1;1;1;2;1;5;50
202000046898;3;2;2;1;1;1;3;70
202000046899;4;1;2;1;2;1;1;30
202000046900;3;2;2;1;3;1;3;
202000046901;4;2;2;1;1;1;1;50
202000046902;4;2;2;1;1;1;1;30
202000046903;3;2;2;1;2;2;3;80
202000046904;4;2;2;1;1;1;1;50
202000046905;3;3;2;1;1;1;1;50
202000046906;3;2;2;1;1;2;1;80
202000046907;4;2;2;1;1;1;1;50
202000046908;4;1;2;1;1;2;1;70
202000046909;3;;2;2;1;1;1;50
202000046910;2;2;2;2;2;2;1;80
202000046911;3;2;2;1;3;1;1;50
202000046912;1;1;3;1;1;1;1;90
202000046913;1;;;1;1;1;1;50
202000046914;4;2;2;1;1;1;1;50
202000046915;2;2;2;1;1;1;1;70
202000046916;3;3;4;2;1;1;1;80
202000046917;1;1;2;1;2;1;1;70
202000046918;4;2;3;1;1;1;1;50
202000046919;3;3;3;1;1;1;1;50
202000046920;4;2;2;1;1;1;1;30
202000046921;3;2;2;1;2;1;3;90
202000046922;3;2;2;1;1;1;1;70
202000046923;1;3;2;1;1;2;1;130
202000046924;3;2;2;2;2;2;3;70
202000046925;4;2;2;1;1;1;1;50
202000046926;1;3;4;1;1;4;1;130
202000046927;4;2;2;4;1;2;4;50
202000046928;3;;2;2;2;2;1;80
202000046929;3;2;2;1;1;1;4;50
202000046930;4;2;2;1;1;1;1;50
202000046931;1;3;6;2;1;1;1;70
202000046932;4;2;2;1;1;1;4;30
202000046933;4;;2;2;1;1;1;80
202000046934;3;2;2;1;1;1;1;50
202000046935;3;2;2;1;1;1;1;50
202000046936;4;3;6;1;1;1;1;50
202000046937;4;2;0;1;1;1;1;50
202000046938;4;1;1;1;1;1;1;50
202000046939;1;1;2;1;1;1;1;90
202000046940;4;;2;1;1;1;1;50
202000046941;1;1;2;1;3;2;3;70
202000046942;3;2;2;1;1;1;1;50
202000046943;4;;2;1;1;2;1;50
202000046944;6;;1;1;1;1;1;30
202000046945;9;2;2;1;2;1;4;50
202000046946;4;2;2;1;1;1;1;50
202000046947;3;3;2;4;1;2;3;50
202000046948;4;2;2;1;1;1;1;50
202000046949;1;3;7;1;1;2;1;70
202000046950;4;;2;1;1;1;1;50
202000046951;3;2;2;1;2;1;1;70
202000046952;1;3;4;1;1;2;1;90
202000046953;4;;2;1;1;1;1;50
202000046954;2;2;4;1;1;1;3;110
202000046955;4;2;2;1;1;1;4;50
202000046956;3;2;2;1;1;1;1;50
202000046957;3;2;2;1;1;1;1;50
202000046958;4;2;2;1;1;2;1;50
202000046959;3;2;2;2;3;1;1;80
202000046960;3;1;3;1;2;1;1;50
202000046961;4;2;3;1;1;1;1;50
202000046962;3;2;2;1;1;1;1;70
202000046963;3;2;2;1;1;1;1;80
202000046964;2;3;6;1;1;1;2;90
202000046965;4;2;2;1;1;1;1;50
202000046966;3;2;2;1;1;1;1;70
202000046967;4;2;0;1;1;2;1;50
202000046968;3;2;2;1;2;2;1;50
202000046969;4;2;2;1;1;1;1;50
202000046970;3;2;2;1;1;1;1;80
202000046971;4;2;2;1;3;1;1;50
202000046972;4;2;2;2;3;1;1;50
202000046973;3;2;2;1;1;1;1;80
202000046974;2;3;2;1;1;1;1;50
202000046975;3;2;2;1;1;1;1;50
202000046976;4;1;1;1;1;1;3;80
202000046977;4;2;2;1;1;2;1;50
202000046978;3;2;2;1;1;2;1;50
202000046979;4;2;5;2;1;1;1;50
202000046980;4;2;3;1;1;1;1;50
202000046981;3;2;2;1;1;1;1;50
202000046982;4;1;1;3;1;1;1;30
202000046983;4;2;2;2;1;1;1;30
202000046984;4;2;2;1;1;1;3;50
202000046985;3;2;2;1;1;2;1;80
202000046986;4;2;2;1;1;1;1;50
202000046987;4;2;2;1;1;2;1;50
202000046988;3;2;2;1;1;1;3;80
202000046989;3;2;2;1;1;1;1;70
202000046990;3;2;2;1;2;1;8;80
202000046991;4;1;1;1;1;1;1;50
202000046992;4;2;2;1;1;2;4;50
202000046993;3;2;2;1;2;1;1;80
202000046994;4;2;4;1;1;1;1;50
202000046995;4;1;1;1;1;1;1;30
202000046996;4;2;2;1;1;1;1;50
202000046997;4;2;2;1;1;1;1;50
202000046998;3;2;0;1;1;1;1;50
202000046999;4;2;2;1;1;2;1;30
202000047000;4;2;2;1;1;1;1;30
202000047001;3;2;3;1;1;1;1;50
202000047002;3;2;2;1;1;1;1;50
202000047003;4;2;6;2;2;1;1;50
202000047004;4;2;2;1;1;1;1;30
202000047005;4;2;2;2;1;1;1;50
202000047006;1;1;3;2;2;1;1;90
202000047007;4;2;1;1;1;1;1;50
202000047008;2;2;2;1;1;1;8;80
202000047009;7;1;2;1;1;1;1;50
202000047010;3;3;4;1;1;1;1;70
202000047011;3;2;2;1;1;1;1;50
202000047012;4;;1;3;1;1;4;50
202000047013;3;3;5;1;1;1;1;70
202000047014;3;1;1;1;3;2;1;50
202000047015;4;1;1;1;1;1;1;50
202000047016;3;2;2;1;3;2;1;80
202000047017;1;1;2;1;1;1;1;70
202000047018;4;2;2;1;1;1;1;50
202000047019;1;3;2;4;1;1;1;110
202000047020;3;2;2;3;2;1;3;80
202000047021;4;2;2;1;1;1;1;50
202000047022;2;2;2;1;1;1;2;80
202000047023;3;3;4;2;2;2;3;90
202000047024;4;2;2;1;1;1;1;50
202000047025;4;1;2;1;1;1;3;50
202000047026;3;1;1;1;1;2;1;50
202000047027;3;2;2;1;1;1;1;50
202000047028;3;1;2;1;2;1;5;50
202000047029;4;2;4;1;1;1;1;50
202000047030;2;1;1;1;2;1;1;50
202000047031;4;2;4;2;1;1;6;50
202000047032;9;2;2;1;1;1;8;30
202000047033;4;2;2;1;1;2;3;80
202000047034;4;2;2;1;1;1;1;50
202000047035;3;2;2;4;4;1;1;80
202000047036;1;1;2;1;1;1;1;90
202000047037;4;2;2;1;1;1;1;50
202000047038;4;2;3;2;3;1;1;50
202000047039;3;3;4;1;1;1;1;70
202000047040;4;2;2;3;3;1;1;50
202000047041;2;3;4;1;1;1;6;50
202000047042;2;1;2;1;1;2;1;70
202000047043;3;;3;1;1;1;1;70
202000047044;4;2;2;1;1;2;1;30
202000047045;3;2;2;2;1;1;3;50
202000047046;2;;4;1;1;1;1;90
202000047047;2;3;2;2;3;1;1;70
202000047048;4;3;2;2;1;1;1;50
202000047049;3;2;2;1;1;3;1;80
202000047050;1;3;4;1;1;1;1;130
202000047051;2;1;2;1;3;1;3;70
202000047052;4;2;0;1;1;2;1;50
202000047053;4;2;2;1;1;1;1;80
202000047054;2;1;3;1;3;1;1;90
202000047055;3;2;2;1;2;1;2;110
202000047056;1;1;2;1;1;1;2;110
202000047057;4;3;1;1;1;1;5;30
202000047058;4;;0;1;1;1;1;30
202000047059;4;1;1;1;1;1;1;30
202000047060;1;3;5;1;1;2;1;130
202000047061;1;3;6;1;1;1;1;110
202000047062;4;2;2;1;4;1;1;30
202000047063;3;2;2;1;1;1;1;80
202000047064;3;2;2;2;2;1;3;80
202000047065;1;1;1;1;3;1;3;90
202000047066;4;2;4;1;1;1;1;50
202000047067;2;3;5;1;3;2;1;50
202000047068;3;2;2;2;2;1;1;80
202000047069;4;2;2;1;1;1;1;50
202000047070;4;2;2;1;1;1;1;50
202000047071;3;;2;3;3;7;1;80
202000047072;1;3;7;1;1;2;2;110
202000047073;4;2;2;1;1;1;1;50
202000047074;4;;2;1;1;1;3;50
202000047075;2;3;2;2;1;2;3;110
